교통사고 당사자 번호,이름,성별,생년월일,면허유무,안전벨트 유무,음주 여부,부상/사망 여부,교통사고 종류,교통사고 날짜,사고직전 속도,사고 발생지,대전시 사고 관리 번호
543,박민준,여,1979.10.12,유,유,무,부상,신호위반,2022.3.15,88,대덕구 석봉동,2022C30
544,김하은,여,1993.12.23,유,유,무,부상,과속,2022.7.15,110,유성구 노은동,2022G5
545,조채은,남,1986.4.20,유,유,무,부상,신호위반,2022.4.18,96,서구 갈마동,2022D75
546,김하윤,남,1992.2.9,유,유,무,사망,과속,2022.10.3,106,대덕구 오정동,2022J57
547,최수정,남,1992.7.25,유,유,무,사망,과속,2022.12.15,120,서구 도마동,2022L79
548,김준서,남,1973.5.13,유,유,무,부상,음주운전,2022.7.28,108,동구 용운동,2022G51
549,성주호,여,1963.11.12,유,유,무,부상,과속,2022.3.15,113,중구 오류동,2022C84
550,정지후,여,1971.2.28,유,유,무,부상,신호위반,2022.4.8,101,서구 월평동,2022D17
551,육채원,남,1967.2.15,유,유,무,부상,중앙선 침범,2022.12.3,83,동구 자양동,2022L23
552,곽수정,여,1992.9.17,유,유,무,부상,중앙선 침범,2022.7.26,83,유성구 진잠동,2022G40
553,최지호,여,1970.5.31,유,유,유,부상,음주운전,2022.8.2,81,유성구 진잠동,2022H96
554,성지유,여,2000.9.27,유,유,무,부상,음주운전,2022.5.30,94,대덕구 송촌동,2022Z91
555,유지유,남,1991.10.31,유,유,무,사망,중앙선 침범,2022.12.31,121,유성구 노은동,2022L61
556,조서윤,남,1989.12.4,유,유,무,부상,과속,2022.7.15,80,유성구 노은동,2022G5
557,정하준,여,1976.7.9,유,유,무,사망,과속,2022.11.9,123,서구 갈마동,2022K14
558,황주원,남,1980.7.21,유,유,무,사망,과속,2022.10.19,128,대덕구 회덕동,2022J2
559,한수정,여,1999.2.17,유,유,무,부상,과속,2022.2.22,113,중구 대사동,2022B4
560,유주원,남,1960.6.2,유,유,무,부상,과속,2022.3.13,110,동구 자양동,2022C5
561,성수정,여,1988.8.21,유,유,무,부상,중앙선 침범,2022.12.30,101,서구 갈마동,2022L49
562,이연우,남,1971.12.20,유,유,무,부상,신호위반,2022.5.7,97,유성구 신성동,2022Z18
563,김지후,여,1985.12.23,유,유,무,부상,중앙선 침범,2022.7.31,106,중구 대사동,2022G33
564,노주원,여,1969.3.8,유,유,무,부상,신호위반,2022.2.23,100,대덕구 회덕동,2022B19
565,노수정,남,1975.11.7,유,유,무,부상,신호위반,2022.5.23,98,대덕구 석봉동,2022Z97
566,황서윤,여,1998.8.27,유,유,무,부상,신호위반,2022.6.1,111,유성구 관평동,2022F76
567,장하윤,여,1981.12.1,유,유,무,부상,신호위반,2022.2.20,111,중구 오류동,2022B62
568,곽서진,여,1971.4.19,유,유,유,부상,음주운전,2022.1.31,86,유성구 관평동,2022A51
569,이윤서,남,2000.7.16,유,유,무,부상,신호위반,2022.1.24,83,중구 대흥동,2022A34
570,김준서,남,1974.1.19,유,유,무,부상,중앙선 침범,2022.1.8,81,중구 대사동,2022A29
571,한하준,남,1965.6.5,유,유,유,사망,음주운전,2022.5.12,128,서구 도마동,2022Z86
572,김지우,남,1990.3.4,유,유,무,부상,과속,2022.3.17,102,동구 신인동,2022C79
573,육선우,여,1968.2.11,유,유,무,부상,음주운전,2022.9.25,96,동구 효동,2022I13
574,한민준,남,1968.11.6,유,유,무,부상,과속,2022.12.2,83,서구 만년동,2022L59
575,정연우,여,1989.11.20,유,유,무,부상,과속,2022.6.18,112,대덕구 법동,2022F88
576,성채은,여,1991.5.22,유,유,무,부상,신호위반,2022.4.31,111,유성구 신성동,2022D70
577,노주호,여,1999.10.1,유,유,유,사망,과속,2022.11.28,129,유성구 노은동,2022K38
578,황시우,여,1967.3.22,유,유,무,부상,신호위반,2022.3.19,84,중구 목동,2022C89
579,한준우,여,1987.4.26,유,유,무,사망,과속,2022.2.8,109,중구 오류동,2022B95
580,조지후,남,2001.5.16,유,유,무,사망,과속,2022.8.17,107,유성구 전민동,2022H61
581,장서연,남,1984.4.6,유,유,무,부상,중앙선 침범,2022.7.12,84,동구 용운동,2022G18
582,성주호,여,1999.5.8,유,유,무,부상,음주운전,2022.11.29,99,중구 오류동,2022K5
583,이주원,남,1978.2.2,유,유,무,부상,중앙선 침범,2022.6.22,113,대덕구 법동,2022F83
584,노예준,여,1998.3.23,유,유,유,부상,음주운전,2022.11.2,101,유성구 노은동,2022K49
585,정서준,여,1999.1.29,유,유,무,사망,과속,2022.5.6,126,유성구 관평동,2022Z7
586,장민서,남,1970.7.15,유,유,무,부상,중앙선 침범,2022.8.27,106,대덕구 법동,2022H36
587,최서현,여,1995.8.23,유,유,무,사망,중앙선 침범,2022.4.12,125,동구 자양동,2022D63
588,정도윤,남,1996.6.12,유,유,무,부상,과속,2022.7.12,111,대덕구 회덕동,2022G45
589,최서준,남,1980.9.5,유,유,무,부상,중앙선 침범,2022.4.30,107,대덕구 송촌동,2022D85
590,정민서,여,1994.6.25,유,유,무,부상,신호위반,2022.3.15,110,대덕구 석봉동,2022C30
591,최선우,여,1973.6.18,유,유,무,부상,신호위반,2022.11.26,89,유성구 노은동,2022K83
592,최채원,남,1984.8.7,유,유,무,부상,중앙선 침범,2022.3.30,99,유성구 노은동,2022C68
593,곽지우,남,1982.5.8,유,유,무,부상,과속,2022.7.20,95,대덕구 법동,2022G94
594,박서윤,여,1995.4.23,유,유,무,부상,과속,2022.7.21,105,중구 오류동,2022G48
595,최채원,여,1979.11.26,유,유,무,부상,음주운전,2022.11.29,96,중구 오류동,2022K51
596,김수정,남,1984.4.19,유,유,무,부상,과속,2022.9.14,93,서구 갈마동,2022I23
597,최도윤,남,1973.7.30,유,유,무,사망,과속,2022.6.7,124,대덕구 송촌동,2022F35
598,유주호,여,1976.6.21,유,유,무,부상,신호위반,2022.4.5,111,대덕구 송촌동,2022D40
599,이지호,남,1974.12.10,유,유,무,사망,중앙선 침범,2022.5.18,128,대덕구 법동,2022Z9
600,노채은,여,1965.11.8,유,유,무,부상,음주운전,2022.10.14,98,동구 신인동,2022J75
601,박서연,남,1998.11.9,유,유,무,부상,신호위반,2022.9.15,80,서구 갈마동,2022I48
602,노시우,남,1965.11.20,유,유,무,부상,과속,2022.5.27,102,동구 용운동,2022Z98
603,육예준,여,1964.6.14,유,유,무,부상,중앙선 침범,2022.12.1,93,대덕구 법동,2022L84
604,장윤서,남,1986.1.4,유,유,무,부상,과속,2022.4.19,88,중구 목동,2022D67
605,노채원,여,1976.5.6,유,유,무,사망,과속,2022.6.8,129,유성구 신성동,2022F15
606,곽시우,남,1994.6.6,유,유,유,부상,음주운전,2022.8.2,101,유성구 진잠동,2022H96
607,육지유,여,1996.10.31,유,유,무,사망,음주운전,2022.2.15,126,유성구 관평동,2022B66
608,육준서,남,1985.7.26,유,유,무,부상,과속,2022.1.21,87,동구 용운동,2022A52
609,곽주원,남,1995.7.30,유,유,무,부상,과속,2022.8.29,92,유성구 신성동,2022H2
610,노채은,여,1994.9.11,유,유,유,사망,과속,2022.2.25,123,중구 목동,2022B76
611,유수정,남,1994.1.9,유,유,유,부상,음주운전,2022.7.22,88,대덕구 송촌동,2022G49
612,성주원,여,1992.3.6,유,유,무,부상,신호위반,2022.5.8,88,유성구 신성동,2022Z52
613,한지우,여,1986.7.14,유,유,무,부상,신호위반,2022.8.30,98,서구 둔상동,2022H84
614,노서연,여,1970.6.12,유,유,무,사망,과속,2022.7.20,127,대덕구 법동,2022G94
615,박서윤,남,1987.5.17,유,유,무,사망,음주운전,2022.11.25,109,유성구 노은동,2022K11
616,유연우,여,2002.8.20,유,유,무,부상,중앙선 침범,2022.1.7,111,유성구 전민동,2022A50
617,최시우,남,1989.10.22,유,유,유,부상,음주운전,2022.2.16,96,중구 은행선화동,2022B91
618,장선우,여,2002.10.14,유,유,유,부상,음주운전,2022.9.15,113,동구 자양동,2022I37
619,정지안,여,1980.4.26,유,유,무,부상,중앙선 침범,2022.11.3,91,중구 대사동,2022K42
620,육선우,여,1982.2.12,유,유,무,부상,과속,2022.6.31,105,동구 삼성동,2022F52
621,장서진,여,1976.9.31,유,유,무,부상,음주운전,2022.12.17,99,동구 삼성동,2022L53
622,곽서윤,여,1984.6.8,유,유,무,부상,중앙선 침범,2022.4.19,89,중구 은행선화동,2022D47
623,한지유,여,1971.12.13,유,유,무,부상,신호위반,2022.2.10,82,동구 신인동,2022B70
624,정시우,여,1987.9.18,유,유,무,부상,신호위반,2022.5.4,103,동구 용운동,2022Z26
625,한채원,남,1979.2.13,유,유,무,부상,과속,2022.4.25,98,중구 목동,2022D3
626,한서준,여,1969.5.15,유,유,무,사망,중앙선 침범,2022.11.31,91,유성구 진잠동,2022K22
627,박하은,여,1983.8.21,유,유,무,부상,신호위반,2022.10.27,83,유성구 진잠동,2022J27
628,장지호,여,1968.5.4,유,유,무,부상,중앙선 침범,2022.6.8,109,유성구 진잠동,2022F81
629,조도윤,여,1999.2.7,유,유,무,부상,음주운전,2022.7.14,117,대덕구 송촌동,2022G61
630,장준우,여,1976.2.16,유,유,무,부상,음주운전,2022.10.1,81,동구 효동,2022J54
631,박하준,여,1996.11.13,유,유,무,사망,음주운전,2022.6.10,128,유성구 신성동,2022F86
632,한지안,남,1964.5.21,유,유,무,사망,중앙선 침범,2022.12.30,123,서구 갈마동,2022L49
633,육지유,여,2001.2.7,유,유,무,사망,과속,2022.10.6,126,중구 대사동,2022J39
634,박서윤,남,2002.7.29,유,유,무,부상,과속,2022.7.2,91,유성구 관평동,2022G31
635,성지민,남,1976.2.21,유,유,무,부상,신호위반,2022.11.23,86,동구 신인동,2022K9
636,김시우,여,1993.7.22,유,유,무,부상,음주운전,2022.3.13,92,유성구 전민동,2022C75
637,한수정,남,1990.12.21,유,유,무,부상,중앙선 침범,2022.12.16,84,서구 월평동,2022L65
638,김주원,남,1989.7.21,유,유,무,사망,과속,2022.5.27,128,동구 삼성동,2022Z51
639,노하준,남,1968.6.30,유,유,유,부상,음주운전,2022.8.8,110,대덕구 법동,2022H38
640,정서연,여,1983.10.19,유,유,무,사망,과속,2022.12.16,119,유성구 노은동,2022L93
641,정시우,남,1999.7.17,유,유,무,부상,과속,2022.9.10,116,유성구 노은동,2022I51
642,한채원,여,1974.6.11,유,유,무,부상,과속,2022.3.10,110,유성구 노은동,2022C46
643,김지후,여,1985.9.18,유,유,무,사망,과속,2022.1.7,128,대덕구 법동,2022A77
644,김채은,여,1960.5.24,유,유,무,부상,음주운전,2022.8.29,109,유성구 진잠동,2022H94
645,이민서,여,1975.2.23,유,유,무,사망,과속,2022.11.7,125,서구 월평동,2022K44
646,정채은,남,1960.3.21,유,유,무,사망,중앙선 침범,2022.12.31,128,유성구 노은동,2022L61
647,황준서,남,1988.6.24,유,유,무,부상,음주운전,2022.9.30,98,대덕구 송촌동,2022I17
648,김지유,남,1981.6.23,유,유,무,부상,과속,2022.8.29,95,대덕구 오정동,2022H88
649,박지우,여,1979.3.4,유,유,무,부상,과속,2022.11.6,102,중구 대흥동,2022K8
650,정수정,여,1986.8.22,유,유,무,부상,중앙선 침범,2022.5.17,96,유성구 전민동,2022Z77
651,육민준,남,1961.12.31,유,유,무,부상,과속,2022.1.2,86,서구 도마동,2022A23
652,유서연,여,1995.11.6,유,유,무,사망,과속,2022.10.14,122,중구 목동,2022J21
653,조지우,여,1993.2.12,유,유,무,부상,음주운전,2022.6.10,103,유성구 신성동,2022F8
654,장하은,여,1965.8.8,유,유,무,부상,음주운전,2022.12.28,85,동구 효동,2022L90
655,노지안,여,1983.7.8,유,유,무,사망,신호위반,2022.8.12,110,유성구 신성동,2022H12
656,육서연,남,1983.12.7,유,유,무,부상,신호위반,2022.10.27,90,유성구 진잠동,2022J27
657,곽준서,남,1980.6.11,유,유,무,부상,중앙선 침범,2022.9.11,117,동구 용운동,2022I54
658,최지원,여,1976.1.31,유,유,무,부상,중앙선 침범,2022.12.27,105,중구 대흥동,2022L29
659,한서준,남,1968.1.28,유,유,무,사망,중앙선 침범,2022.9.9,128,서구 만년동,2022I92
660,유연우,남,1998.5.22,유,유,무,부상,과속,2022.1.7,101,대덕구 법동,2022A77
661,이채은,남,1973.12.4,유,유,유,사망,과속,2022.7.7,121,서구 갈마동,2022G32
662,최지우,여,1992.3.17,유,유,무,부상,과속,2022.5.6,111,유성구 관평동,2022Z76
663,유서준,남,1989.6.27,유,유,무,부상,중앙선 침범,2022.9.17,117,유성구 진잠동,2022I12
664,최예준,여,1972.12.5,유,유,무,부상,과속,2022.6.5,116,유성구 신성동,2022F9
665,장채은,여,1978.3.4,유,유,무,부상,과속,2022.12.9,102,유성구 신성동,2022L41
666,황하윤,여,1982.4.13,유,유,유,부상,과속,2022.11.28,119,유성구 노은동,2022K38
667,박선우,여,1974.5.12,유,유,무,사망,중앙선 침범,2022.3.11,114,중구 오류동,2022C42
668,한민서,남,1997.6.5,유,유,무,부상,신호위반,2022.5.26,112,대덕구 법동,2022Z99
669,노서준,여,1976.12.27,유,유,무,부상,음주운전,2022.8.30,111,유성구 진잠동,2022H93
670,이시우,여,1972.5.7,유,유,무,부상,신호위반,2022.1.9,117,중구 오류동,2022A18
671,이선우,남,1973.7.10,유,유,무,사망,과속,2022.11.2,127,대덕구 송촌동,2022K71
672,황하윤,남,1989.8.1,유,유,유,사망,과속,2022.5.21,126,대덕구 석봉동,2022Z88
673,장준우,남,1987.5.12,유,유,무,부상,음주운전,2022.11.22,104,서구 갈마동,2022K96
674,이지유,남,1999.3.26,유,유,무,사망,과속,2022.7.23,126,동구 용운동,2022G12
675,김시우,여,1994.12.1,유,유,무,부상,과속,2022.8.1,92,중구 대사동,2022H10
676,노수정,여,1980.12.27,유,유,무,부상,중앙선 침범,2022.3.17,113,중구 오류동,2022C54
677,김예준,남,1970.8.10,유,유,유,부상,음주운전,2022.4.16,117,대덕구 오정동,2022D69
678,장윤서,여,1994.5.19,유,유,무,부상,음주운전,2022.9.15,104,동구 신인동,2022I21
679,곽서진,남,1976.5.12,유,유,무,부상,음주운전,2022.3.14,89,대덕구 오정동,2022C35
680,유지민,여,1991.10.27,유,유,무,사망,음주운전,2022.6.10,126,유성구 신성동,2022F86
681,육예준,남,1995.8.10,유,유,무,부상,중앙선 침범,2022.6.22,85,서구 만년동,2022F36
682,노연우,여,1998.2.18,유,유,무,부상,과속,2022.9.9,85,동구 효동,2022I81
683,조서준,여,1979.7.25,유,유,무,부상,과속,2022.11.6,95,중구 대흥동,2022K82
684,육지민,남,1995.12.4,유,유,유,사망,음주운전,2022.1.31,124,유성구 관평동,2022A5
685,성연우,남,1985.6.27,유,유,무,부상,신호위반,2022.11.17,106,대덕구 석봉동,2022K66
686,곽하은,남,1981.5.24,유,유,유,부상,음주운전,2022.10.4,117,동구 자양동,2022J71
687,성서진,여,1991.2.23,유,유,무,사망,과속,2022.10.1,123,서구 갈마동,2022J67
688,정지원,남,1991.12.25,유,유,유,부상,음주운전,2022.1.13,101,서구 도마동,2022A36
689,유지원,여,1993.12.19,유,유,무,부상,과속,2022.1.17,83,동구 용운동,2022A80
690,육채원,남,1988.11.10,유,유,무,부상,중앙선 침범,2022.1.21,97,서구 둔상동,2022A91
691,곽연우,여,1968.5.25,유,유,무,사망,신호위반,2022.7.22,125,대덕구 송촌동,2022G75
692,노주호,남,2001.6.23,유,유,무,부상,중앙선 침범,2022.5.29,99,대덕구 송촌동,2022Z58
693,곽지후,여,1997.5.9,유,유,무,사망,중앙선 침범,2022.1.21,92,서구 둔상동,2022A9
694,유선우,남,1966.4.5,유,유,무,부상,음주운전,2022.1.3,83,동구 용운동,2022A15
695,조도윤,남,2002.2.8,유,유,무,부상,중앙선 침범,2022.7.18,91,유성구 관평동,2022G25
696,노지민,남,1978.6.19,유,유,무,부상,과속,2022.11.17,112,동구 신인동,2022K80
697,최주호,여,1999.10.29,유,유,유,부상,음주운전,2022.7.2,83,대덕구 송촌동,2022G50
698,장민준,여,1974.11.28,유,유,무,부상,중앙선 침범,2022.6.2,88,서구 도마동,2022F33
699,김수정,남,1997.5.6,유,유,무,부상,신호위반,2022.5.10,112,서구 만년동,2022Z72
700,한주호,여,1967.8.9,유,유,무,부상,음주운전,2022.4.15,87,중구 대흥동,2022D68
701,곽지유,남,1979.9.7,유,유,무,부상,신호위반,2022.4.16,113,중구 대사동,2022D84
702,이하준,남,1974.7.1,유,유,무,부상,과속,2022.1.8,114,대덕구 회덕동,2022A24
703,노채원,남,1963.7.25,유,유,무,부상,과속,2022.10.14,92,중구 목동,2022J21
704,황준서,남,1971.11.10,유,유,무,부상,신호위반,2022.11.31,95,대덕구 송촌동,2022K59
705,장주호,여,1978.8.22,유,유,무,부상,과속,2022.7.21,93,중구 오류동,2022G48
706,최민준,남,1964.5.17,유,유,무,부상,과속,2022.5.18,109,대덕구 송촌동,2022Z65
707,노윤서,여,1970.12.30,유,유,무,부상,과속,2022.1.2,98,서구 도마동,2022A23
708,한수정,여,1998.2.29,유,유,무,부상,과속,2022.8.10,102,유성구 노은동,2022H98
709,최도윤,남,1967.11.9,유,유,유,부상,음주운전,2022.3.19,97,중구 은행선화동,2022C64
710,성주원,남,1970.7.16,유,유,무,부상,과속,2022.3.3,102,서구 둔상동,2022C21
711,육서윤,여,1987.3.10,유,유,무,부상,중앙선 침범,2022.5.24,100,유성구 전민동,2022Z48
712,노연우,여,1986.4.15,유,유,무,부상,신호위반,2022.8.26,86,중구 대사동,2022H54
713,육예준,남,1973.9.16,유,유,무,부상,과속,2022.8.8,103,서구 만년동,2022H78
714,정지안,남,1987.11.29,유,유,무,부상,중앙선 침범,2022.9.28,102,서구 도마동,2022I98
715,한하준,여,1961.12.25,유,유,유,사망,음주운전,2022.4.16,95,대덕구 오정동,2022D6
716,황민서,남,1985.5.19,유,유,무,부상,과속,2022.3.15,107,중구 오류동,2022C84
717,유서윤,남,1999.7.6,유,유,무,부상,신호위반,2022.5.18,99,서구 만년동,2022Z50
718,곽시우,여,1969.11.25,유,유,무,부상,과속,2022.6.18,83,대덕구 법동,2022F88
719,박서진,여,2001.1.7,유,유,무,사망,과속,2022.12.21,123,유성구 신성동,2022L69
720,김서진,남,1994.7.5,유,유,무,부상,과속,2022.5.27,114,동구 용운동,2022Z98
721,성민서,남,1982.8.25,유,유,유,부상,음주운전,2022.4.15,87,대덕구 법동,2022D11
722,노지민,남,1992.11.26,유,유,무,부상,신호위반,2022.5.28,113,서구 월평동,2022Z83
723,성지우,여,1978.4.14,유,유,유,부상,음주운전,2022.1.27,89,유성구 관평동,2022A17
724,정민서,여,1968.5.14,유,유,무,부상,과속,2022.7.20,84,대덕구 회덕동,2022G58
725,이채은,여,1995.1.8,유,유,무,부상,과속,2022.3.16,106,유성구 노은동,2022C25
726,정채은,여,1970.4.4,유,유,무,부상,중앙선 침범,2022.12.11,118,대덕구 석봉동,2022L92
727,김도윤,남,1970.9.28,유,유,무,부상,과속,2022.11.7,89,중구 목동,2022K62
728,장수정,여,1972.2.14,유,유,무,부상,과속,2022.12.1,113,대덕구 회덕동,2022L31
729,정서진,여,1990.8.19,유,유,무,부상,신호위반,2022.8.22,87,서구 도마동,2022H3
730,황지우,여,2000.5.3,유,유,무,사망,과속,2022.11.31,122,서구 만년동,2022K30
731,황지우,여,1975.10.16,유,유,무,부상,중앙선 침범,2022.12.18,114,유성구 관평동,2022L95
732,이하준,남,2001.2.10,유,유,무,부상,중앙선 침범,2022.3.30,106,유성구 노은동,2022C68
733,한수정,여,1994.6.19,유,유,무,부상,중앙선 침범,2022.11.21,81,중구 대흥동,2022K99
734,한서진,여,1970.8.29,유,유,무,부상,신호위반,2022.1.11,95,동구 신인동,2022A28
735,장서연,남,1970.5.29,유,유,무,사망,과속,2022.12.26,126,서구 월평동,2022L22
736,유윤서,여,1975.9.16,유,유,무,부상,음주운전,2022.8.5,96,서구 만년동,2022H50
737,김준우,남,1966.1.2,유,유,유,부상,음주운전,2022.7.10,108,중구 대흥동,2022G21
738,조주호,여,1992.11.29,유,유,무,부상,신호위반,2022.9.13,117,대덕구 송촌동,2022I14
739,유하윤,여,1994.11.18,유,유,무,부상,음주운전,2022.11.3,110,중구 대흥동,2022K61
740,유수정,여,1968.2.3,유,유,유,부상,음주운전,2022.8.30,93,동구 효동,2022H80
741,한민서,여,1995.4.27,유,유,무,부상,신호위반,2022.10.12,95,대덕구 회덕동,2022J66
742,장하준,남,1990.10.26,유,유,무,부상,중앙선 침범,2022.8.19,118,유성구 진잠동,2022H23
743,곽준서,남,1982.8.21,유,유,무,사망,과속,2022.4.25,120,유성구 진잠동,2022D93
744,황서윤,남,1963.6.17,유,유,무,사망,과속,2022.4.26,127,서구 월평동,2022D96
745,조선우,여,2002.1.14,유,유,무,부상,음주운전,2022.5.17,86,중구 대흥동,2022Z85
746,조하윤,여,2000.1.5,유,유,무,부상,중앙선 침범,2022.6.20,84,동구 삼성동,2022F91
747,김서연,여,1982.3.25,유,유,무,사망,과속,2022.8.8,109,서구 만년동,2022H78
748,유도윤,남,1973.3.27,유,유,무,부상,중앙선 침범,2022.6.2,115,동구 자양동,2022F37
749,장채원,여,1963.9.30,유,유,무,사망,과속,2022.8.31,124,동구 삼성동,2022H28
750,곽지유,남,1999.3.4,유,유,무,부상,과속,2022.12.31,98,중구 목동,2022L75
751,김도윤,여,1990.6.12,유,유,무,사망,과속,2022.7.15,126,유성구 노은동,2022G54
752,황준우,여,1997.6.18,유,유,무,부상,신호위반,2022.6.9,93,대덕구 법동,2022F54
753,성준서,여,1975.6.30,유,유,무,부상,중앙선 침범,2022.11.31,85,유성구 진잠동,2022K22
754,이연우,남,1998.4.29,유,유,무,부상,중앙선 침범,2022.10.4,92,유성구 관평동,2022J40
755,성도윤,여,1993.1.11,유,유,무,부상,음주운전,2022.10.10,94,대덕구 회덕동,2022J70
756,김윤서,여,1969.9.17,유,유,무,사망,과속,2022.1.2,120,동구 용운동,2022A54
757,황수정,여,1983.5.28,유,유,무,부상,음주운전,2022.12.5,95,유성구 관평동,2022L16
758,장채원,여,1985.5.6,유,유,무,부상,중앙선 침범,2022.3.18,117,동구 신인동,2022C8
759,정지후,여,1972.5.22,유,유,무,부상,중앙선 침범,2022.2.31,82,중구 대흥동,2022B75
760,이서윤,남,1976.12.30,유,유,무,사망,과속,2022.4.12,126,서구 둔상동,2022D27
761,유채원,여,1974.6.8,유,유,무,부상,음주운전,2022.10.26,115,동구 효동,2022J99
762,장서윤,남,1997.12.10,유,유,무,부상,중앙선 침범,2022.9.11,102,동구 용운동,2022I54
763,노도윤,남,1981.7.12,유,유,무,부상,중앙선 침범,2022.6.8,112,유성구 진잠동,2022F81
764,장지우,여,1982.5.20,유,유,무,부상,중앙선 침범,2022.11.3,117,중구 대사동,2022K42
765,육서연,여,1981.11.29,유,유,무,부상,신호위반,2022.6.14,101,동구 삼성동,2022F29
766,박지우,남,1988.9.29,유,유,무,부상,신호위반,2022.6.10,83,서구 둔상동,2022F48
767,노지원,여,1968.11.31,유,유,무,부상,과속,2022.9.22,114,서구 도마동,2022I45
768,이하윤,남,1974.5.12,유,유,무,부상,신호위반,2022.5.28,114,서구 월평동,2022Z83
769,황서연,남,1991.1.4,유,유,무,사망,과속,2022.5.12,129,유성구 노은동,2022Z16
770,김지민,여,1969.7.8,유,유,무,사망,과속,2022.10.23,120,중구 은행선화동,2022J31
771,유서진,남,1971.3.5,유,유,무,부상,과속,2022.4.28,119,대덕구 회덕동,2022D52
772,성서연,남,1968.11.2,유,유,무,부상,중앙선 침범,2022.12.27,105,중구 대흥동,2022L29
773,김선우,남,1966.1.18,유,유,무,부상,신호위반,2022.8.30,97,서구 둔상동,2022H84
774,조준우,남,1978.4.29,유,유,무,부상,중앙선 침범,2022.11.6,87,대덕구 오정동,2022K36
775,장서진,여,1997.9.9,유,유,무,사망,음주운전,2022.3.14,106,동구 자양동,2022C65
776,유주호,남,1988.10.18,유,유,무,부상,음주운전,2022.11.4,110,서구 도마동,2022K16
777,최하은,여,1993.11.21,유,유,무,부상,과속,2022.10.28,93,대덕구 석봉동,2022J6
778,박지우,남,1962.11.25,유,유,무,부상,중앙선 침범,2022.10.16,93,유성구 전민동,2022J92
779,조서연,여,1988.9.2,유,유,무,부상,과속,2022.4.28,92,대덕구 회덕동,2022D52
780,박지유,여,1967.1.8,유,유,무,부상,과속,2022.11.3,107,중구 목동,2022K91
781,장서진,여,1963.11.28,유,유,무,부상,음주운전,2022.9.25,97,중구 은행선화동,2022I68
782,김준우,남,1978.3.29,유,유,무,부상,과속,2022.10.22,81,대덕구 회덕동,2022J49
783,황서준,여,1961.4.9,유,유,무,사망,중앙선 침범,2022.11.24,98,중구 오류동,2022K7
784,박민서,남,1989.12.23,유,유,무,부상,중앙선 침범,2022.5.18,84,대덕구 법동,2022Z9
785,박민준,여,1993.6.26,유,유,유,부상,음주운전,2022.8.2,108,유성구 진잠동,2022H96
786,노하윤,여,1995.3.6,유,유,무,부상,음주운전,2022.5.13,97,대덕구 송촌동,2022Z62
787,정지민,남,2000.2.31,유,유,무,사망,신호위반,2022.11.26,111,유성구 노은동,2022K83
788,최서현,남,1976.6.8,유,유,무,부상,과속,2022.6.27,82,중구 목동,2022F23
789,조지안,남,1987.8.14,유,유,무,부상,과속,2022.5.27,90,서구 월평동,2022Z61
790,정수정,여,1996.2.9,유,유,무,부상,중앙선 침범,2022.7.29,83,서구 갈마동,2022G96
791,이주호,여,1969.12.25,유,유,무,사망,중앙선 침범,2022.3.22,103,유성구 노은동,2022C17
792,한지호,여,1960.4.28,유,유,무,사망,중앙선 침범,2022.10.28,121,유성구 신성동,2022J24
793,황하은,남,1999.3.9,유,유,무,사망,과속,2022.5.17,124,동구 자양동,2022Z10
794,이하윤,남,1964.6.3,유,유,무,부상,신호위반,2022.2.29,98,서구 둔상동,2022B59
795,곽채원,여,1998.7.17,유,유,유,부상,음주운전,2022.9.7,105,동구 효동,2022I88
796,성서윤,남,1961.7.23,유,유,무,부상,과속,2022.2.22,114,중구 오류동,2022B32
797,곽선우,남,1975.12.7,유,유,무,부상,과속,2022.10.22,107,대덕구 회덕동,2022J49
798,성도윤,여,1986.4.27,유,유,무,부상,음주운전,2022.1.22,103,중구 대사동,2022A45
799,노서현,여,1965.6.17,유,유,무,사망,중앙선 침범,2022.3.17,121,중구 오류동,2022C54
800,노서준,남,1970.10.4,유,유,무,사망,과속,2022.3.10,125,유성구 노은동,2022C46
801,곽주원,남,1976.1.23,유,유,무,부상,신호위반,2022.12.3,107,중구 은행선화동,2022L26
802,이지호,여,1986.3.30,유,유,무,사망,중앙선 침범,2022.6.8,123,유성구 진잠동,2022F81
803,황준우,여,1961.6.26,유,유,무,부상,과속,2022.3.15,114,서구 월평동,2022C7
804,정채은,남,1972.9.21,유,유,무,부상,음주운전,2022.10.6,95,중구 대사동,2022J19
805,정지우,여,2001.10.11,유,유,무,부상,신호위반,2022.10.24,109,동구 신인동,2022J35
806,황연우,남,2002.3.15,유,유,무,부상,신호위반,2022.3.18,111,대덕구 석봉동,2022C14
807,김지호,여,1999.1.18,유,유,무,부상,음주운전,2022.4.13,85,서구 도마동,2022D24
808,황지원,여,1972.4.30,유,유,무,사망,신호위반,2022.4.16,100,중구 대사동,2022D84
809,최지우,여,1962.4.6,유,유,무,부상,신호위반,2022.4.15,115,서구 만년동,2022D29
810,노수정,여,1997.8.21,유,유,무,부상,과속,2022.10.6,106,중구 대사동,2022J39
811,김서진,여,1985.8.13,유,유,무,사망,과속,2022.7.15,129,유성구 노은동,2022G5
812,성지안,남,2002.4.30,유,유,무,부상,음주운전,2022.5.25,99,서구 월평동,2022Z35
813,최지후,남,1963.2.14,유,유,무,부상,과속,2022.7.7,95,동구 효동,2022G62
